geneid	genesymbol	genename	imageseriesid	plane	entrezgeneid	ncbiaccessionnumber
23542	Coro1b	coronin, actin binding protein 1B	69568962	sagittal	23789	NM_011778
23543	Coro1c	coronin, actin binding protein 1C	68637748	sagittal	23790	NM_011779
23543	Coro1c	coronin, actin binding protein 1C	75651191	coronal	23790	NM_011779
23545	Adam23	a disintegrin and metallopeptidase domain 23	69514768	sagittal	23792	NM_011780
23546	Adam25	a disintegrin and metallopeptidase domain 25 (testase 2)	70228729	sagittal	23793	NM_011781
23548	Agr2	anterior gradient 2 (Xenopus laevis)	76135655	sagittal	23795	NM_011783
23549	Agtrl1	angiotensin receptor-like 1	1661	coronal	23796	NM_011784
23549	Agtrl1	angiotensin receptor-like 1	1662	sagittal	23796	NM_011784
23550	Akt3	thymoma viral proto-oncogene 3	77465022	sagittal	23797	NM_011785
23554	Aloxe3	arachidonate lipoxygenase 3	74579455	sagittal	23801	NM_011786
23555	Amfr	autocrine motility factor receptor	68546524	sagittal	23802	NM_011787
23558	Apc2	adenomatosis polyposis coli 2	69526731	sagittal	23805	NM_011789
23559	Arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)	70430818	sagittal	23806	NM_019927
23560	Arih2	ariadne homolog 2 (Drosophila)	69526856	sagittal	23807	NM_011790
23561	Ash2l	ash2 (absent, small, or homeotic)-like (Drosophila)	513225	sagittal	23808	NM_011791
23574	Bace1	beta-site APP cleaving enzyme 1	69528046	sagittal	23821	NM_011792
23574	Bace1	beta-site APP cleaving enzyme 1	73520965	coronal	23821	NM_011792
23578	Banf1	barrier to autointegration factor 1	68910955	sagittal	23825	NM_011793
23580	Bpnt1	bisphosphate 3'-nucleotidase 1	73584789	sagittal	23827	NM_011794
23581	Bves	blood vessel epicardial substance	70231839	sagittal	23828	NM_024285
23581	Bves	blood vessel epicardial substance	74511935	coronal	23828	NM_024285
23583	Capn10	calpain 10	386024	sagittal	23830	NM_011796
23583	Capn10	calpain 10	77792631	sagittal	23830	NM_011796
23584	Car14	carbonic anhydrase 14	69012735	sagittal	23831	NM_011797
23585	Xcr1	chemokine (C motif) receptor 1	69352718	sagittal	23832	NM_011798
23586	Cd52	CD52 antigen	69261424	sagittal	23833	NM_013706
23587	Cdc6	cell division cycle 6 homolog (S. cerevisiae)	69540647	sagittal	23834	NM_011799
23589	Cdh20	cadherin 20	77464878	sagittal	23836	NM_011800
23590	Cfdp1	craniofacial development protein 1	70431229	sagittal	23837	NM_011801
23597	Clca3	chloride channel calcium activated 3	68563031	sagittal	23844	NM_017474
23598	Clec5a	C-type lectin domain family 5, member a	72471812	sagittal	23845	NM_021364
23602	Klf6	Kruppel-like factor 6	70431247	sagittal	23849	NM_011803
23603	Pappa2	pappalysin 2	199143	sagittal	23850	XM_355248
23603	Pappa2	pappalysin 2	276066	coronal	23850	XM_355248
23606	Def6	differentially expressed in FDCP 6	69626831	sagittal	23853	NM_027185
23606	Def6	differentially expressed in FDCP 6	71211284	sagittal	23853	mCT127707.0
23607	Def8	differentially expressed in FDCP 8	69095968	sagittal	23854	NM_054046
23609	Dido1	death inducer-obliterator 1	678710	sagittal	23856	NM_175551
23609	Dido1	death inducer-obliterator 1	69262318	sagittal	23856	NM_011805
23610	Dmtf1	cyclin D binding myb-like transcription factor 1	68745444	sagittal	23857	NM_011806
23612	Dlgh2	discs, large homolog 2 (Drosophila)	70238884	sagittal	23859	NM_011807
23612	Dlgh2	discs, large homolog 2 (Drosophila)	73817444	coronal	23859	NM_011807
23616	Dand5	DAN domain family, member 5	71281852	sagittal	23863	NM_201227
23624	Ets1	E26 avian leukemia oncogene 1, 5' domain	2199	coronal	23871	NM_011808
23624	Ets1	E26 avian leukemia oncogene 1, 5' domain	2200	sagittal	23871	NM_011808
23625	Ets2	E26 avian leukemia oncogene 2, 3' domain	79904406	sagittal	23872	NM_011809
23626	Faim	Fas apoptotic inhibitory molecule	70723583	sagittal	23873	NM_011810
23627	Farslb	phenylalanine-tRNA synthetase-like, beta subunit	69015643	sagittal	23874	NM_011811
23629	Fbln5	fibulin 5	69672294	sagittal	23876	NM_011812
23630	Fiz1	Flt3 interacting zinc finger protein 1	69288974	sagittal	23877	NM_011813
23632	Fxr2h	fragile X mental retardation gene 2, autosomal homolog	68862108	sagittal	23879	NM_011814
23633	Fyb	FYN binding protein	74003378	sagittal	23880	NM_011815
23634	E430034L04Rik	RIKEN cDNA E430034L04 gene	75198076	sagittal	23881	NM_011816
23635	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	70634407	coronal	23882	NM_011817
23635	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	79749608	sagittal	23882	NM_011817
23638	Gmcl1	germ cell-less homolog 1 (Drosophila)	69672826	sagittal	23885	NM_011818
23639	Gdf15	growth differentiation factor 15	76081203	sagittal	23886	NM_011819
23640	Ggtla1	gamma-glutamyltransferase-like activity 1	69672874	sagittal	23887	NM_011820
23641	Gpc6	glypican 6	1736	coronal	23888	NM_011821
23641	Gpc6	glypican 6	1737	sagittal	23888	NM_011821
23643	Gpr34	G protein-coupled receptor 34	69257540	sagittal	23890	NM_011823
23645	Grem1	gremlin 1	69059946	sagittal	23892	NM_011824
23646	Grem2	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)	69734590	sagittal	23893	NM_011825
23646	Grem2	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)	73992910	coronal	23893	NM_011825
23647	Gtf2h2	general transcription factor II H, polypeptide 2	638727	sagittal	23894	NM_022011
23647	Gtf2h2	general transcription factor II H, polypeptide 2	70634256	coronal	23894	NM_022011
23650	Hax1	HCLS1 associated X-1	2303	coronal	23897	NM_011826
23650	Hax1	HCLS1 associated X-1	2304	sagittal	23897	NM_011826
23661	Hs2st1	heparan sulfate 2-O-sulfotransferase 1	556981	sagittal	23908	NM_011828
23665	Rhof	ras homolog gene family, member f	72000164	sagittal	23912	NM_175092
23670	Impdh1	inosine 5'-phosphate dehydrogenase 1	69105744	sagittal	23917	NM_011829
23672	Insl5	insulin-like 5	68301437	sagittal	23919	NM_011831
23673	Insrr	insulin receptor-related receptor	69735490	sagittal	23920	NM_011832
23673	Insrr	insulin receptor-related receptor	71670480	coronal	23920	NM_011832
23674	Sh2b2	SH2B adaptor protein 2	69838287	sagittal	23921	NM_018825
23675	Jtb	jumping translocation breakpoint	69134661	sagittal	23922	NM_206924
23676	Aadat	aminoadipate aminotransferase	68301252	sagittal	23923	NM_011834
23677	Katna1	katanin p60 (ATPase-containing) subunit A1	74357608	sagittal	23924	NM_011835
23678	Kel	Kell blood group	75931520	sagittal	23925	NM_032540
23679	Krtap14	keratin associated protein 14	69735968	sagittal	23927	NM_013707
23680	Lamc3	laminin gamma 3	69736016	sagittal	23928	NM_011836
23686	Ly6h	lymphocyte antigen 6 complex, locus H	70546093	sagittal	23934	NM_011837
23686	Ly6h	lymphocyte antigen 6 complex, locus H	71924388	coronal	23934	NM_011837
23688	Lynx1	Ly6/neurotoxin 1	655	coronal	23936	NM_011838
23688	Lynx1	Ly6/neurotoxin 1	656	sagittal	23936	NM_011838
23689	Mab21l2	mab-21-like 2 (C. elegans)	71381070	sagittal	23937	NM_011839
23690	Map2k5	mitogen activated protein kinase kinase 5	323585	coronal	23938	NM_011840
23690	Map2k5	mitogen activated protein kinase kinase 5	68203500	sagittal	23938	NM_011840
23691	Mapk7	mitogen activated protein kinase 7	69752053	sagittal	23939	NM_011841
23693	Mta2	metastasis-associated gene family, member 2	69289423	sagittal	23942	NM_011842
23694	Mbc2	membrane bound C2 domain containing protein	661	coronal	23943	NM_011843
23694	Mbc2	membrane bound C2 domain containing protein	662	sagittal	23943	NM_011843
23696	Mgll	monoglyceride lipase	69015242	sagittal	23945	NM_011844
23696	Mgll	monoglyceride lipase	72129243	coronal	23945	NM_011844
23698	Mid2	midline 2	77800893	sagittal	23947	NM_011845
23699	Mmp17	matrix metallopeptidase 17	68799059	sagittal	23948	NM_011846
23705	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3	71763498	sagittal	23954	NM_011848
23706	Nek4	NIMA (never in mitosis gene a)-related expressed kinase 4	69028336	sagittal	23955	NM_011849
23707	Neu2	neuraminidase 2	69782198	sagittal	23956	NM_015750
23707	Neu2	neuraminidase 2	75084472	coronal	23956	NM_015750
23708	Nr0b2	nuclear receptor subfamily 0, group B, member 2	77454633	sagittal	23957	NM_011850
23709	Nr2e3	nuclear receptor subfamily 2, group E, member 3	2433	coronal	23958	NM_013708
23709	Nr2e3	nuclear receptor subfamily 2, group E, member 3	2434	coronal	23958	NM_013708
23709	Nr2e3	nuclear receptor subfamily 2, group E, member 3	2435	sagittal	23958	NM_013708
23710	Nt5e	5' nucleotidase, ecto	74821722	sagittal	23959	NM_011851
23711	Oas1g	2'-5' oligoadenylate synthetase 1G	68341615	sagittal	23960	NM_011852
23712	Oas1b	2'-5' oligoadenylate synthetase 1B	68301861	sagittal	23961	NM_011853
23713	Oasl2	2'-5' oligoadenylate synthetase-like 2	68546317	sagittal	23962	NM_011854
23714	Odz1	odd Oz/ten-m homolog 1 (Drosophila)	77924494	sagittal	23963	NM_011855
23715	Odz2	odd Oz/ten-m homolog 2 (Drosophila)	751	sagittal	23964	NM_011856
23715	Odz2	odd Oz/ten-m homolog 2 (Drosophila)	72008308	coronal	23964	NM_011856
23715	Odz2	odd Oz/ten-m homolog 2 (Drosophila)	79591631	coronal	23964	NM_011856
23716	Odz3	odd Oz/ten-m homolog 3 (Drosophila)	752	coronal	23965	NM_011857
23716	Odz3	odd Oz/ten-m homolog 3 (Drosophila)	753	sagittal	23965	NM_011857
23716	Odz3	odd Oz/ten-m homolog 3 (Drosophila)	79904540	sagittal	23965	NM_011857
23716	Odz3	odd Oz/ten-m homolog 3 (Drosophila)	79908833	coronal	23965	NM_011857
23717	Odz4	odd Oz/ten-m homolog 4 (Drosophila)	754	coronal	23966	NM_011858
23717	Odz4	odd Oz/ten-m homolog 4 (Drosophila)	755	sagittal	23966	NM_011858
23718	Osr1	odd-skipped related 1 (Drosophila)	70546317	sagittal	23967	NM_011859
23719	Nalp5	NACHT, leucine rich repeat and PYD containing 5	68667431	sagittal	23968	NM_011860
23720	Pacsin1	protein kinase C and casein kinase substrate in neurons 1	68196981	sagittal	23969	NM_011861
23720	Pacsin1	protein kinase C and casein kinase substrate in neurons 1	74047926	coronal	23969	NM_011861
23721	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	68080689	sagittal	23970	NM_011862
23721	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	74047920	coronal	23970	NM_011862
23721	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	74638864	sagittal	23970	NM_011862
23722	Papss1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	71280658	sagittal	23971	NM_011863
23723	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	71920480	sagittal	23972	NM_011864
23731	Pebp1	phosphatidylethanolamine binding protein 1	69782766	sagittal	23980	NM_018858
23735	Pde10a	phosphodiesterase 10A	70300702	sagittal	23984	NM_011866
23735	Pde10a	phosphodiesterase 10A	71924204	coronal	23984	NM_011866
23736	Slc26a4	solute carrier family 26, member 4	70302117	sagittal	23985	NM_011867
23739	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	69783196	sagittal	23988	NM_023371
23740	Thrap4	thyroid hormone receptor associated protein 4	2675	coronal	23989	NM_011869
23740	Thrap4	thyroid hormone receptor associated protein 4	2676	sagittal	23989	NM_011869
23742	Cib1	calcium and integrin binding 1 (calmyrin)	68191564	sagittal	23991	NM_011870
23743	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	564761	sagittal	23992	NM_011871
23744	Klk7	kallikrein 7 (chymotryptic, stratum corneum)	68498914	sagittal	23993	NM_011872
23745	Dazap2	DAZ associated protein 2	69080518	sagittal	23994	NM_011873
23747	Psmc4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	513224	sagittal	23996	NM_011874
23748	Psmd13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	69817432	sagittal	23997	NM_011875
23748	Psmd13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	74882718	coronal	23997	NM_011875
23750	Ptk9l	protein tyrosine kinase 9-like (A6-related protein)	67978697	sagittal	23999	NM_011876
23750	Ptk9l	protein tyrosine kinase 9-like (A6-related protein)	73732148	coronal	23999	NM_011876
23751	Ptpn21	protein tyrosine phosphatase, non-receptor type 21	71377846	sagittal	24000	NM_011877
23751	Ptpn21	protein tyrosine phosphatase, non-receptor type 21	77799015	sagittal	24000	NM_011877
23752	Tiam2	T-cell lymphoma invasion and metastasis 2	69980364	sagittal	24001	NM_011878
23752	Tiam2	T-cell lymphoma invasion and metastasis 2	75041513	coronal	24001	NM_011878
23755	Rai2	retinoic acid induced 2	69117092	sagittal	24004	NM_198409
23761	Ik	IK cytokine	68443351	sagittal	24010	NM_011879
23763	Rgs7	regulator of G protein signaling 7	69113608	sagittal	24012	NM_011880
23764	Grk1	G protein-coupled receptor kinase 1	71587770	sagittal	24013	NM_011881
23765	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)	69818206	sagittal	24014	NM_011882
23765	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)	73817438	coronal	24014	NM_011882
23765	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)	77799017	sagittal	24014	NM_011882
23766	Abce1	ATP-binding cassette, sub-family E (OABP), member 1	512784	sagittal	24015	NM_015751
23768	Rnf13	ring finger protein 13	69028348	sagittal	24017	NM_011883
23768	Rnf13	ring finger protein 13	70813281	sagittal	24017	TC1519670
23768	Rnf13	ring finger protein 13	72109423	coronal	24017	TC1519670
23769	Rngtt	RNA guanylyltransferase and 5'-phosphatase	68920695	sagittal	24018	NM_011884
23781	Mrps12	mitochondrial ribosomal protein S12	68301365	sagittal	24030	NM_011885
23795	Scamp2	secretory carrier membrane protein 2	69015805	sagittal	24044	NM_022813
23796	Scamp3	secretory carrier membrane protein 3	75695653	sagittal	24045	NM_011886
23797	Scn11a	sodium channel, voltage-gated, type XI, alpha	69288291	sagittal	24046	NM_011887
23798	Ccl19	chemokine (C-C motif) ligand 19	68744008	sagittal	24047	NM_011888
23801	Sept3	septin 3	69838258	sagittal	24050	NM_011889
23802	Sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein)	69549654	sagittal	24051	NM_011890
23803	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	69873672	sagittal	24052	NM_011891
23803	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	71717142	coronal	24052	NM_011891
23804	Sgcg	sarcoglycan, gamma (dystrophin-associated glycoprotein)	71570748	sagittal	24053	NM_011892
23804	Sgcg	sarcoglycan, gamma (dystrophin-associated glycoprotein)	74749941	coronal	24053	NM_011892
23806	Sh3bp2	SH3-domain binding protein 2	513020	sagittal	24055	NM_011893
23807	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	68797739	sagittal	24056	NM_011894
23807	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	70919866	sagittal	24056	TC1568187
23808	Sh3yl1	Sh3 domain YSC-like 1	392927	sagittal	24057	NM_013709
23809	Sigirr	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	79541442	sagittal	24058	NM_023059
23810	Slco2a1	solute carrier organic anion transporter family, member 2a1	69169917	sagittal	24059	NM_033314
23811	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1	2605	coronal	24060	NM_011895
23811	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1	2606	sagittal	24060	NM_011895
23812	Smc1a	structural maintenance of chromosomes 1A	74635114	sagittal	24061	NM_019710
23814	Spry1	sprouty homolog 1 (Drosophila)	68563074	sagittal	24063	NM_011896
23815	Spry2	sprouty homolog 2 (Drosophila)	69885720	sagittal	24064	NM_011897
23817	Spry4	sprouty homolog 4 (Drosophila)	69885726	sagittal	24066	NM_011898
23818	Srp54	signal recognition particle 54	2629	coronal	24067	NM_011899
23818	Srp54	signal recognition particle 54	2630	sagittal	24067	NM_011899
23818	Srp54	signal recognition particle 54	70919890	sagittal	24067	TC1568919
23819	Sra1	steroid receptor RNA activator 1	71763601	sagittal	24068	NM_025291
23820	Sufu	suppressor of fused homolog (Drosophila)	71808552	sagittal	24069	NM_015752
23821	Mpdu1	mannose-P-dolichol utilization defect 1	68637665	sagittal	24070	NM_011900
23822	Synj2bp	synaptojanin 2 binding protein	293040	coronal	24071	NM_025292
23822	Synj2bp	synaptojanin 2 binding protein	71735829	sagittal	24071	NM_025292
23822	Synj2bp	synaptojanin 2 binding protein	77414884	coronal	24071	NM_025292
23825	Taf7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor	71656061	sagittal	24074	NM_011901
23833	Gtlf3a	gene trap locus F3a	68444660	sagittal	24082	NM_025293
23834	Gtlf3b	gene trap locus F3b	68080694	sagittal	24083	NM_025294
23835	Tekt2	tektin 2	79544786	sagittal	24084	NM_011902
23837	Tlk2	tousled-like kinase 2 (Arabidopsis)	69981019	sagittal	24086	NM_011903
23838	Tll2	tolloid-like 2	69981025	sagittal	24087	NM_011904
23839	Tlr2	toll-like receptor 2	68546494	sagittal	24088	NM_011905
23839	Tlr2	toll-like receptor 2	77792773	sagittal	24088	NM_011905
23850	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	73617534	sagittal	24099	NM_033622
23851	Gpr175	G protein-coupled receptor 175	71654155	sagittal	24100	NM_011906
23853	Trex2	three prime repair exonuclease 2	70302623	sagittal	24102	NM_011907
23853	Trex2	three prime repair exonuclease 2	77799047	sagittal	24102	NM_011907
23856	Rbck1	RanBP-type and C3HC4-type zinc finger containing 1	68632166	sagittal	24105	NM_019705
23859	Ubd	ubiquitin D	75828183	sagittal	24108	NM_023137
23860	Ubl3	ubiquitin-like 3	1884	coronal	24109	NM_011908
23860	Ubl3	ubiquitin-like 3	1885	sagittal	24109	NM_011908
23861	Usp18	ubiquitin specific peptidase 18	70194618	sagittal	24110	NM_011909
23864	Vax2	ventral anterior homeobox containing gene 2	69290722	sagittal	24113	NM_011912
23866	Vmd2	vitelliform macular dystrophy 2 homolog (human)	70302992	sagittal	24115	NM_011913
23867	Whsc2	Wolf-Hirschhorn syndrome candidate 2 (human)	68162237	sagittal	24116	NM_011914
23868	Wif1	Wnt inhibitory factor 1	1111	coronal	24117	NM_011915
23868	Wif1	Wnt inhibitory factor 1	74511885	coronal	24117	NM_011915
23868	Wif1	Wnt inhibitory factor 1	79749606	sagittal	24117	NM_011915
23878	Xrn1	5'-3' exoribonuclease 1	70195072	sagittal	24127	NM_011916
23879	Xrn2	5'-3' exoribonuclease 2	69080039	sagittal	24128	NM_011917
23882	Ldb3	LIM domain binding 3	2370	sagittal	24131	NM_011918
23882	Ldb3	LIM domain binding 3	77869087	coronal	24131	NM_011918
23883	Zfp53	zinc finger protein 53	68924709	sagittal	24132	NM_013843
23886	Zfp68	zinc finger protein 68	68797493	sagittal	24135	NM_013844
23887	Zfhx1b	zinc finger homeobox 1b	68844468	sagittal	24136	NM_015753
23887	Zfhx1b	zinc finger homeobox 1b	71924066	coronal	24136	NM_015753
26104	Ing1	inhibitor of growth family, member 1	70431397	sagittal	26356	NM_011919
26105	Abcg2	ATP-binding cassette, sub-family G (WHITE), member 2	68667878	sagittal	26357	NM_011920
26107	Anxa10	annexin A10	73606663	sagittal	26359	NM_011922
26108	Angptl2	angiopoietin-like 2	69526635	sagittal	26360	NM_011923
26109	Avpr1b	arginine vasopressin receptor 1B	70593128	sagittal	26361	NM_011924
26109	Avpr1b	arginine vasopressin receptor 1B	78153158	sagittal	26361	NM_011924
26109	Avpr1b	arginine vasopressin receptor 1B	79488955	coronal	26361	NM_011924
26110	Axl	AXL receptor tyrosine kinase	68798199	sagittal	26362	NM_009465
26111	Btd	biotinidase	2069	coronal	26363	NM_025295
26111	Btd	biotinidase	2070	sagittal	26363	NM_025295
26112	Cd97	CD97 antigen	2081	coronal	26364	NM_011925
26112	Cd97	CD97 antigen	2082	sagittal	26364	NM_011925
26113	Ceacam1	CEA-related cell adhesion molecule 1	79544802	sagittal	26365	NM_011926
26114	Ceacam10	CEA-related cell adhesion molecule 10	73513633	sagittal	26366	NM_007675
26115	Ceacam2	CEA-related cell adhesion molecule 2	68797486	sagittal	26367	NM_007543
26116	Ceacam9	CEA-related cell adhesion molecule 9	69540719	sagittal	26368	NM_011927
26117	Cetn1	centrin 1	70724643	sagittal	26369	NM_007593
26118	Cetn2	centrin 2	69838701	sagittal	26370	NM_019405
26118	Cetn2	centrin 2	77910681	sagittal	26370	NM_019405
26119	Wdr39	WD repeat domain 39	2051	coronal	26371	NM_025296
26119	Wdr39	WD repeat domain 39	2052	sagittal	26371	NM_025296
26120	Clcn6	chloride channel 6	69237143	sagittal	26372	NM_011929
26121	Clcn7	chloride channel 7	71307256	sagittal	26373	NM_011930
26122	Rfwd2	ring finger and WD repeat domain 2	71280664	sagittal	26374	NM_011931
26122	Rfwd2	ring finger and WD repeat domain 2	75080751	coronal	26374	NM_011931
26125	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	68443327	sagittal	26377	NM_011932
26126	Decr2	2-4-dienoyl-Coenzyme A reductase 2, peroxisomal	70445694	sagittal	26378	NM_011933
26126	Decr2	2-4-dienoyl-Coenzyme A reductase 2, peroxisomal	71924363	coronal	26378	NM_011933
26127	Esrra	estrogen related receptor, alpha	1351	coronal	26379	NM_007953
26127	Esrra	estrogen related receptor, alpha	1352	sagittal	26379	NM_007953
26128	Esrrb	estrogen related receptor, beta	77464890	sagittal	26380	NM_011934
26129	Esrrg	estrogen-related receptor gamma	71280670	sagittal	26381	NM_011935
26129	Esrrg	estrogen-related receptor gamma	73616033	coronal	26381	NM_011935
26129	Esrrg	estrogen-related receptor gamma	79762716	sagittal	26381	NM_011935
26130	Fgd2	FYVE, RhoGEF and PH domain containing 2	68410279	sagittal	26382	NM_013710
26131	Fto	fatso	79749595	sagittal	26383	NM_011936
26132	Gnpda1	glucosamine-6-phosphate deaminase 1	69734488	sagittal	26384	NM_011937
26133	Gprk6	G protein-coupled receptor kinase 6	69734566	sagittal	26385	NM_011938
26134	Hsf4	heat shock transcription factor 4	75214735	sagittal	26386	NM_011939
26136	Ifi202b	interferon activated gene 202B	68301742	sagittal	26388	NM_008327
26138	Mapkbp1	mitogen activated protein kinase binding protein 1	71381091	sagittal	26390	NM_011941
26142	Lypla2	lysophospholipase 2	69736376	sagittal	26394	NM_011942
26143	Map2k1	mitogen activated protein kinase kinase 1	71381076	sagittal	26395	NM_008927
26144	Map2k2	mitogen activated protein kinase kinase 2	73514743	sagittal	26396	NM_023138
26145	Map2k3	mitogen activated protein kinase kinase 3	79536697	sagittal	26397	NM_008928
26146	Map2k4	mitogen activated protein kinase kinase 4	227736	sagittal	26398	NM_009157
26146	Map2k4	mitogen activated protein kinase kinase 4	276073	coronal	26398	NM_009157
26147	Map2k6	mitogen activated protein kinase kinase 6	69751992	sagittal	26399	NM_011943
26147	Map2k6	mitogen activated protein kinase kinase 6	73817433	coronal	26399	NM_011943
26148	Map2k7	mitogen activated protein kinase kinase 7	69751998	sagittal	26400	NM_011944
26149	Map3k1	mitogen activated protein kinase kinase kinase 1	69752004	sagittal	26401	NM_011945
26151	Map3k11	mitogen activated protein kinase kinase kinase 11	68924721	sagittal	26403	NM_022012
26152	Map3k12	mitogen activated protein kinase kinase kinase 12	71656802	sagittal	26404	NM_009582
26153	Map3k2	mitogen activated protein kinase kinase kinase 2	69752011	sagittal	26405	NM_011946
26154	Map3k3	mitogen activated protein kinase kinase kinase 3	68157403	sagittal	26406	NM_011947
26155	Map3k4	mitogen activated protein kinase kinase kinase 4	71724870	sagittal	26407	NM_011948
26156	Map3k5	mitogen activated protein kinase kinase kinase 5	69752017	sagittal	26408	NM_008580
26156	Map3k5	mitogen activated protein kinase kinase kinase 5	73994720	coronal	26408	NM_008580
26157	Map3k7	mitogen activated protein kinase kinase kinase 7	2393	coronal	26409	NM_172688
26157	Map3k7	mitogen activated protein kinase kinase kinase 7	2394	sagittal	26409	NM_172688
26158	Map3k8	mitogen activated protein kinase kinase kinase 8	69752029	sagittal	26410	NM_007746
26159	Map4k1	mitogen activated protein kinase kinase kinase kinase 1	68203509	sagittal	26411	NM_008279
26160	Map4k2	mitogen activated protein kinase kinase kinase kinase 2	69752035	sagittal	26412	NM_009006
26161	Mapk1	mitogen activated protein kinase 1	68744976	sagittal	26413	NM_011949
26162	Mapk10	mitogen activated protein kinase 10	70946134	sagittal	26414	NM_009158
26163	Mapk13	mitogen activated protein kinase 13	2397	coronal	26415	NM_011950
26163	Mapk13	mitogen activated protein kinase 13	2398	sagittal	26415	NM_011950
26164	Mapk14	mitogen activated protein kinase 14	2399	coronal	26416	NM_011951
26164	Mapk14	mitogen activated protein kinase 14	2400	sagittal	26416	NM_011951
26164	Mapk14	mitogen activated protein kinase 14	70918844	sagittal	26416	TC1555483
26165	Mapk3	mitogen activated protein kinase 3	32576	coronal	26417	NM_011952
26165	Mapk3	mitogen activated protein kinase 3	71608206	sagittal	26417	NM_011952
26167	Mapk8	mitogen activated protein kinase 8	68911018	sagittal	26419	NM_016700
26167	Mapk8	mitogen activated protein kinase 8	71063715	coronal	26419	NM_016700
26168	Mapk9	mitogen activated protein kinase 9	68563000	sagittal	26420	NM_016961
26171	Nr5a1	nuclear receptor subfamily 5, group A, member 1	734	coronal	26423	NM_139051
26171	Nr5a1	nuclear receptor subfamily 5, group A, member 1	735	sagittal	26423	NM_139051
26172	Nr5a2	nuclear receptor subfamily 5, group A, member 2	74822611	sagittal	26424	NM_030676
26173	Nubp1	nucleotide binding protein 1	69838605	sagittal	26425	NM_011955
26173	Nubp1	nucleotide binding protein 1	74819687	coronal	26425	NM_011955
26174	Nubp2	nucleotide binding protein 2	513014	sagittal	26426	NM_011956
26175	Creb3l1	cAMP responsive element binding protein 3-like 1	1693	coronal	26427	NM_011957
26175	Creb3l1	cAMP responsive element binding protein 3-like 1	1694	sagittal	26427	NM_011957
26176	Orc4l	origin recognition complex, subunit 4-like (S. cerevisiae)	70429339	sagittal	26428	NM_011958
26177	Orc5l	origin recognition complex, subunit 5-like (S. cerevisiae)	633289	sagittal	26429	NM_011959
26178	Parg	poly (ADP-ribose) glycohydrolase	69782748	sagittal	26430	NM_011960
26179	Git2	G protein-coupled receptor kinase-interactor 2	68844325	sagittal	26431	NM_019834
26180	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2	68445119	sagittal	26432	NM_011961
26181	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	69816308	sagittal	26433	NM_011962
26182	Prnd	prion protein dublet	67881780	sagittal	26434	NM_023043
26184	Psg16	pregnancy specific glycoprotein 16	655307	coronal	26436	NM_007676
26184	Psg16	pregnancy specific glycoprotein 16	77887858	coronal	26436	NM_007676
26184	Psg16	pregnancy specific glycoprotein 16	79354739	sagittal	26436	NM_007676
26185	Psg17	pregnancy specific glycoprotein 17	75233775	sagittal	26437	NM_007677
26188	Psma1	proteasome (prosome, macropain) subunit, alpha type 1	413778	sagittal	26440	NM_011965
26190	Psma5	proteasome (prosome, macropain) subunit, alpha type 5	68269568	sagittal	26442	NM_011967
26191	Psma6	proteasome (prosome, macropain) subunit, alpha type 6	69817408	sagittal	26443	NM_011968
26192	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	75198064	sagittal	26444	NM_011969
26193	Psmb2	proteasome (prosome, macropain) subunit, beta type 2	70473951	sagittal	26445	NM_011970
26193	Psmb2	proteasome (prosome, macropain) subunit, beta type 2	74988552	coronal	26445	NM_011970
